total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2913,759,141,105,255,250,2021-03-23T20:20:30.823Z
100,26,19,14,34,33,2021-03-23T20:20:30.823Z
