section,male,female,lastUpdate,date
0,0,1,2021-02-02T03:50:01.017Z,2021-02-02T03:50:01.017Z
10,0,0,2021-02-02T03:50:01.017Z,2021-02-02T03:50:01.017Z
20,4,2,2021-02-02T03:50:01.017Z,2021-02-02T03:50:01.017Z
30,10,5,2021-02-02T03:50:01.017Z,2021-02-02T03:50:01.017Z
40,19,11,2021-02-02T03:50:01.017Z,2021-02-02T03:50:01.017Z
50,36,10,2021-02-02T03:50:01.017Z,2021-02-02T03:50:01.017Z
60,65,30,2021-02-02T03:50:01.017Z,2021-02-02T03:50:01.017Z
70,40,29,2021-02-02T03:50:01.017Z,2021-02-02T03:50:01.017Z
80,23,16,2021-02-02T03:50:01.017Z,2021-02-02T03:50:01.017Z
90,3,3,2021-02-02T03:50:01.017Z,2021-02-02T03:50:01.017Z
