total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3047,1807,327,247,708,386,2021-02-02T03:50:01.017Z
100,59,18,14,39,21,2021-02-02T03:50:01.017Z
