age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,329933,289505,1538337,21.4,18.8,2021-04-09T05:57:12.460Z
20-29,965807,861912,1300361,74.3,66.3,2021-04-09T05:57:12.460Z
30-39,941845,862035,1197026,78.7,72.0,2021-04-09T05:57:12.460Z
40-49,913510,850563,1098556,83.2,77.4,2021-04-09T05:57:12.460Z
50-59,746991,700340,849966,87.9,82.4,2021-04-09T05:57:12.460Z
60-69,661506,630268,741639,89.2,85.0,2021-04-09T05:57:12.460Z
70-79,479390,462765,490784,97.7,94.3,2021-04-09T05:57:12.460Z
80-89,214468,206235,225538,95.1,91.4,2021-04-09T05:57:12.460Z
90+,50551,47635,51496,98.2,92.5,2021-04-09T05:57:12.460Z
