total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,429,93,55,106,170,2021-04-09T05:57:12.460Z
100,15,22,13,25,40,2021-04-09T05:57:12.460Z
