section,male,female,lastUpdate,date
0,,1,2020-10-17T15:15:41.040Z,2020-10-17T15:15:41.040Z
10,,3,2020-10-17T15:15:41.040Z,2020-10-17T15:15:41.040Z
20,1.0,3,2020-10-17T15:15:41.040Z,2020-10-17T15:15:41.040Z
30,8.0,2,2020-10-17T15:15:41.040Z,2020-10-17T15:15:41.040Z
40,15.0,9,2020-10-17T15:15:41.040Z,2020-10-17T15:15:41.040Z
50,62.0,36,2020-10-17T15:15:41.040Z,2020-10-17T15:15:41.040Z
60,181.0,81,2020-10-17T15:15:41.040Z,2020-10-17T15:15:41.040Z
70,359.0,185,2020-10-17T15:15:41.040Z,2020-10-17T15:15:41.040Z
80,413.0,333,2020-10-17T15:15:41.040Z,2020-10-17T15:15:41.040Z
90,192.0,286,2020-10-17T15:15:41.040Z,2020-10-17T15:15:41.040Z
