total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3125,1719,354,259,692,410,2021-02-07T19:32:15.430Z
100,55,21,15,40,24,2021-02-07T19:32:15.430Z
