dates,averages,lastUpdate
"{'begin_date': '17.1.21', 'end_date': '23.1.21'}",7122,2021-02-07T19:32:15.430Z
"{'begin_date': '24.1.21', 'end_date': '30.1.21'}",6537,2021-02-07T19:32:15.430Z
"{'begin_date': '31.1.21', 'end_date': '6.2.21'}",6568,2021-02-07T19:32:15.430Z
"{'begin_date': '7.2.21', 'end_date': '7.2.21'}",2836,2021-02-07T19:32:15.430Z
