section,male,female,lastUpdate,date
0,2,1,2021-01-11T04:29:18.330Z,2021-01-11T04:29:18.330Z
10,1,2,2021-01-11T04:29:18.330Z,2021-01-11T04:29:18.330Z
20,6,8,2021-01-11T04:29:18.330Z,2021-01-11T04:29:18.330Z
30,13,7,2021-01-11T04:29:18.330Z,2021-01-11T04:29:18.330Z
40,24,24,2021-01-11T04:29:18.330Z,2021-01-11T04:29:18.330Z
50,128,63,2021-01-11T04:29:18.330Z,2021-01-11T04:29:18.330Z
60,342,145,2021-01-11T04:29:18.330Z,2021-01-11T04:29:18.330Z
70,612,297,2021-01-11T04:29:18.330Z,2021-01-11T04:29:18.330Z
80,681,570,2021-01-11T04:29:18.330Z,2021-01-11T04:29:18.330Z
90,309,435,2021-01-11T04:29:18.330Z,2021-01-11T04:29:18.330Z
