city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,status,lastUpdate,date
ירושלים,17002,3380,1317,15797,36,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
בני ברק,9380,1006,437,4005,50,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
מודיעין עילית,3277,797,309,3673,104,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
רהט,879,319,175,1348,48,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
טירה,480,263,179,1084,99,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
אום אל-פחם,613,234,132,984,42,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
כפר קאסם,532,229,130,608,95,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
עילוט,211,178,39,236,212,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
כפר ברא,106,72,52,148,190,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
דאלית אל-כרמל,63,46,42,279,27,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
עוזייר,30,30,28,129,91,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
תפרח,63,29,29,90,134,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
עספיא,44,19,17,140,15,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
כפר תבור,26, קטן מ-15 ,6-10,74,25,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
יקיר,17, קטן מ-15 ,6-10,31,42,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
גבעת ברנר,20, קטן מ-15 ,6-10,27,60,"נדרשים הסברה, בדיקות ואכיפת בידוד",2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
תל אביב - יפו,4622,858,243,5660,19,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
אשדוד,3422,624,303,4361,28,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
נתניה,1812,476,220,3418,22,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
נתיבות,681,196,96,625,51,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
סח'נין,279,190,112,1089,58,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
אלעד,1733,183,86,768,38,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
אור יהודה,742,160,88,757,46,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
ג'דיידה-מכר,174,139,84,607,67,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
מעלה עירון,169,104,44,322,69,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
עין מאהל,262,88,21,118,65,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
בית ג'ן,125,85,64,507,71,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
עין נקובא,115,78,28,300,223,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
כפר מנדא,199,75,19,144,37,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
חריש,138,64,43,265,44,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
בית שאן,221,51,26,200,26,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
ג'סר א-זרקא,165,47,36,609,31,נדרשת הגדלה של מספר הבדיקות,2020-08-23T03:21:42.033Z,2020-08-23T03:21:42.033Z
