Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
179,328,887,427,1751,2020-09-11T08:42:54.063Z,2020-09-11T08:42:54.063Z
