total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1139,218,158,449,248,2021-03-04T19:58:37.350Z
100,34,19,14,39,22,2021-03-04T19:58:37.350Z
