section,male,female,lastUpdate,date
0,56889,53635,2021-03-04T19:58:37.350Z,2021-03-04T19:58:37.350Z
10,87784,78725,2021-03-04T19:58:37.350Z,2021-03-04T19:58:37.350Z
20,73693,76456,2021-03-04T19:58:37.350Z,2021-03-04T19:58:37.350Z
30,53263,56600,2021-03-04T19:58:37.350Z,2021-03-04T19:58:37.350Z
40,44451,49199,2021-03-04T19:58:37.350Z,2021-03-04T19:58:37.350Z
50,33314,35936,2021-03-04T19:58:37.350Z,2021-03-04T19:58:37.350Z
60,22845,22160,2021-03-04T19:58:37.350Z,2021-03-04T19:58:37.350Z
70,11305,11292,2021-03-04T19:58:37.350Z,2021-03-04T19:58:37.350Z
80,4991,6839,2021-03-04T19:58:37.350Z,2021-03-04T19:58:37.350Z
90,1334,2807,2021-03-04T19:58:37.350Z,2021-03-04T19:58:37.350Z
