age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,277522,165155,1538337,18.0,10.7,2021-03-04T19:58:37.350Z
20-29,837007,468286,1300361,64.4,36.0,2021-03-04T19:58:37.350Z
30-39,852868,531680,1197026,71.2,44.4,2021-03-04T19:58:37.350Z
40-49,856853,650547,1098556,78.0,59.2,2021-03-04T19:58:37.350Z
50-59,710072,582529,849966,83.5,68.5,2021-03-04T19:58:37.350Z
60-69,637427,571132,741639,85.9,77.0,2021-03-04T19:58:37.350Z
70-79,466713,434701,490784,95.1,88.6,2021-03-04T19:58:37.350Z
80-89,208091,193050,225538,92.3,85.6,2021-03-04T19:58:37.350Z
90+,48784,44714,51496,94.7,86.8,2021-03-04T19:58:37.350Z
