section,male,female,lastUpdate,date
0,0,2,2021-01-08T07:58:56.537Z,2021-01-08T07:58:56.537Z
10,1,2,2021-01-08T07:58:56.537Z,2021-01-08T07:58:56.537Z
20,3,1,2021-01-08T07:58:56.537Z,2021-01-08T07:58:56.537Z
30,3,11,2021-01-08T07:58:56.537Z,2021-01-08T07:58:56.537Z
40,26,21,2021-01-08T07:58:56.537Z,2021-01-08T07:58:56.537Z
50,80,42,2021-01-08T07:58:56.537Z,2021-01-08T07:58:56.537Z
60,147,72,2021-01-08T07:58:56.537Z,2021-01-08T07:58:56.537Z
70,140,105,2021-01-08T07:58:56.537Z,2021-01-08T07:58:56.537Z
80,93,77,2021-01-08T07:58:56.537Z,2021-01-08T07:58:56.537Z
90,27,27,2021-01-08T07:58:56.537Z,2021-01-08T07:58:56.537Z
