total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,664,111,76,229,229,2021-03-28T06:14:10.330Z
100,23,17,11,34,34,2021-03-28T06:14:10.330Z
