section,male,female,lastUpdate,date
0,61679,58302,2021-03-28T06:14:10.330Z,2021-03-28T06:14:10.330Z
10,91826,83385,2021-03-28T06:14:10.330Z,2021-03-28T06:14:10.330Z
20,76495,79946,2021-03-28T06:14:10.330Z,2021-03-28T06:14:10.330Z
30,55561,59601,2021-03-28T06:14:10.330Z,2021-03-28T06:14:10.330Z
40,46202,51311,2021-03-28T06:14:10.330Z,2021-03-28T06:14:10.330Z
50,34420,37247,2021-03-28T06:14:10.330Z,2021-03-28T06:14:10.330Z
60,23504,23030,2021-03-28T06:14:10.330Z,2021-03-28T06:14:10.330Z
70,11713,11744,2021-03-28T06:14:10.330Z,2021-03-28T06:14:10.330Z
80,5143,7078,2021-03-28T06:14:10.330Z,2021-03-28T06:14:10.330Z
90,1389,2894,2021-03-28T06:14:10.330Z,2021-03-28T06:14:10.330Z
