total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,489,101,60,126,197,2021-04-05T18:35:23.977Z
100,17,21,12,26,40,2021-04-05T18:35:23.977Z
