section,male,female,lastUpdate,date
0,,1,2020-10-31T19:37:00.147Z,2020-10-31T19:37:00.147Z
10,1.0,3,2020-10-31T19:37:00.147Z,2020-10-31T19:37:00.147Z
20,1.0,2,2020-10-31T19:37:00.147Z,2020-10-31T19:37:00.147Z
30,10.0,5,2020-10-31T19:37:00.147Z,2020-10-31T19:37:00.147Z
40,19.0,9,2020-10-31T19:37:00.147Z,2020-10-31T19:37:00.147Z
50,83.0,43,2020-10-31T19:37:00.147Z,2020-10-31T19:37:00.147Z
60,218.0,93,2020-10-31T19:37:00.147Z,2020-10-31T19:37:00.147Z
70,421.0,201,2020-10-31T19:37:00.147Z,2020-10-31T19:37:00.147Z
80,495.0,384,2020-10-31T19:37:00.147Z,2020-10-31T19:37:00.147Z
90,218.0,331,2020-10-31T19:37:00.147Z,2020-10-31T19:37:00.147Z
