section,male,female,lastUpdate,date
0,0,1,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
10,0,2,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
20,3,2,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
30,9,9,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
40,22,9,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
50,32,15,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
60,29,20,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
70,29,18,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
80,7,16,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
90,3,2,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
