age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,280555,169509,1538337,18.2,11.0,2021-03-06T18:24:24.223Z
20-29,845264,489152,1300361,65.0,37.6,2021-03-06T18:24:24.223Z
30-39,859547,550048,1197026,71.8,46.0,2021-03-06T18:24:24.223Z
40-49,861738,660509,1098556,78.4,60.1,2021-03-06T18:24:24.223Z
50-59,713416,588236,849966,83.9,69.2,2021-03-06T18:24:24.223Z
60-69,639166,573472,741639,86.2,77.3,2021-03-06T18:24:24.223Z
70-79,467470,435627,490784,95.2,88.8,2021-03-06T18:24:24.223Z
80-89,208375,193435,225538,92.4,85.8,2021-03-06T18:24:24.223Z
90+,48847,44799,51496,94.9,87.0,2021-03-06T18:24:24.223Z
