total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1095,205,161,437,273,2021-03-06T18:24:24.223Z
100,33,19,15,40,25,2021-03-06T18:24:24.223Z
