section,male,female,lastUpdate,date
0,2,2,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
10,3,1,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
20,18,12,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
30,23,17,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
40,51,42,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
50,208,97,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
60,562,247,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
70,958,510,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
80,1045,911,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
90,487,660,2021-03-06T18:24:24.223Z,2021-03-06T18:24:24.223Z
