section,male,female,lastUpdate,date
0,1,1,2021-01-02T19:25:38.320Z,2021-01-02T19:25:38.320Z
10,1,2,2021-01-02T19:25:38.320Z,2021-01-02T19:25:38.320Z
20,4,7,2021-01-02T19:25:38.320Z,2021-01-02T19:25:38.320Z
30,12,7,2021-01-02T19:25:38.320Z,2021-01-02T19:25:38.320Z
40,23,19,2021-01-02T19:25:38.320Z,2021-01-02T19:25:38.320Z
50,120,61,2021-01-02T19:25:38.320Z,2021-01-02T19:25:38.320Z
60,320,130,2021-01-02T19:25:38.320Z,2021-01-02T19:25:38.320Z
70,563,275,2021-01-02T19:25:38.320Z,2021-01-02T19:25:38.320Z
80,620,528,2021-01-02T19:25:38.320Z,2021-01-02T19:25:38.320Z
90,286,412,2021-01-02T19:25:38.320Z,2021-01-02T19:25:38.320Z
