total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,354,74,49,85,116,2021-04-16T12:53:25.723Z
100,12,21,14,24,33,2021-04-16T12:53:25.723Z
