name,amount,lastUpdate,date
hard,579,2020-09-17T08:26:49.980Z,2020-09-17T08:26:49.980Z
moderate,244,2020-09-17T08:26:49.980Z,2020-09-17T08:26:49.980Z
name,amount,lastUpdate,date
hard,579,2020-09-17T08:26:49.980Z,2020-09-17T08:26:49.980Z
moderate,244,2020-09-17T08:26:49.980Z,2020-09-17T08:26:49.980Z
