date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,lastUpdate
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,2047,0.00537371763556424,5632,-124,0,2020-09-17T08:26:49.980Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,2047,0.004885197850512946,7857,-121,0,2020-09-17T08:26:49.980Z
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,2047,0.005862237420615535,7012,-123,0,2020-09-17T08:26:49.980Z
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,2047,0.006350757205666829,7012,-123,0,2020-09-17T08:26:49.980Z
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,2047,0.007816316560820713,5177,-122,0,2020-09-17T08:26:49.980Z
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,2047,0.009770395701025891,4861,-122,0,2020-09-17T08:26:49.980Z
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,2047,0.01270151441133366,7330,-120,0,2020-09-17T08:26:49.980Z
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,2047,0.01905227161700049,6205,-129,0,2020-09-17T08:26:49.980Z
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,2047,0.02882266731802638,6021,-116,0,2020-09-17T08:26:49.980Z
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,2047,0.03957010258915486,5981,-119,0,2020-09-17T08:26:49.980Z
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,2047,0.05031753786028334,5983,-117,0,2020-09-17T08:26:49.980Z
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,2047,0.06008793356130923,4121,-104,0,2020-09-17T08:26:49.980Z
2020-03-14T00:00:00.000Z,20,162,161,6,4,152,4,0,2047,0.07914020517830972,3692,-114,0,2020-09-17T08:26:49.980Z
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,2047,0.0986809965803615,5489,-114,0,2020-09-17T08:26:49.980Z
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,2047,0.1079628724963361,4759,-56,0,2020-09-17T08:26:49.980Z
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,2047,0.1250610649731314,4338,-7,0,2020-09-17T08:26:49.980Z
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,2047,0.1494870542256961,3920,93,0,2020-09-17T08:26:49.980Z
