name,amount,lastUpdate,date
hard,483,2021-03-24T19:47:56.150Z,2021-03-24T19:47:56.150Z
moderate,108,2021-03-24T19:47:56.150Z,2021-03-24T19:47:56.150Z
critical,240,2021-03-24T19:47:56.150Z,2021-03-24T19:47:56.150Z
breath,218,2021-03-24T19:47:56.150Z,2021-03-24T19:47:56.150Z
name,amount,lastUpdate,date
hard,483,2021-03-24T19:47:56.150Z,2021-03-24T19:47:56.150Z
moderate,108,2021-03-24T19:47:56.150Z,2021-03-24T19:47:56.150Z
critical,240,2021-03-24T19:47:56.150Z,2021-03-24T19:47:56.150Z
breath,218,2021-03-24T19:47:56.150Z,2021-03-24T19:47:56.150Z
