total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,737,139,108,243,240,2021-03-24T19:47:56.150Z
100,25,19,15,33,33,2021-03-24T19:47:56.150Z
