age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,27313,3877,1505185,1.8,0.3,2021-01-21T19:47:52.763Z
20-29,180968,31942,1277634,14.2,2.5,2021-01-21T19:47:52.763Z
30-39,215954,49507,1186386,18.2,4.2,2021-01-21T19:47:52.763Z
40-49,383691,72512,1080768,35.5,6.7,2021-01-21T19:47:52.763Z
50-59,458362,91183,832687,55.0,11.0,2021-01-21T19:47:52.763Z
60-69,522389,248276,735380,71.0,33.8,2021-01-21T19:47:52.763Z
70-79,409374,223084,462148,88.6,48.3,2021-01-21T19:47:52.763Z
80-89,181561,89464,222547,81.6,40.2,2021-01-21T19:47:52.763Z
90+,42499,20158,50589,84.0,39.8,2021-01-21T19:47:52.763Z
