Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
231,540,592,208,1490,2020-10-08T07:33:44.060Z,2020-10-08T07:33:44.060Z
