section,male,female,lastUpdate,date
0,18540,17699,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
10,40920,29979,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
20,35412,32815,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
30,23914,24007,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
40,20986,22336,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
50,16303,17060,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
60,11933,10690,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
70,5935,5451,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
80,2490,3169,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
90,601,1373,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
