section,male,female,lastUpdate,date
0,1,1,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
10,1,2,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
20,1,5,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
30,12,7,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
40,21,11,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
50,100,56,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
60,267,111,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
70,485,245,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
80,540,449,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
90,240,362,2020-12-07T07:58:54.653Z,2020-12-07T07:58:54.653Z
