section,male,female,lastUpdate,date
0,0,1,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
10,0,2,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
20,6,3,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
30,10,8,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
40,22,11,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
50,49,18,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
60,54,30,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
70,46,30,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
80,14,16,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
90,3,1,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
