total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1901,336,275,765,367,2021-01-21T04:27:20.957Z
100,94,18,14,40,19,2021-01-21T04:27:20.957Z
