age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,25834,2834,1505185,1.7,0.2,2021-01-21T04:27:20.957Z
20-29,171670,23829,1277634,13.4,1.9,2021-01-21T04:27:20.957Z
30-39,206237,39169,1186386,17.4,3.3,2021-01-21T04:27:20.957Z
40-49,363106,57806,1080768,33.6,5.3,2021-01-21T04:27:20.957Z
50-59,448326,70490,832687,53.8,8.5,2021-01-21T04:27:20.957Z
60-69,518778,212896,735380,70.5,29.0,2021-01-21T04:27:20.957Z
70-79,407391,192917,462148,88.2,41.7,2021-01-21T04:27:20.957Z
80-89,180603,75292,222547,81.2,33.8,2021-01-21T04:27:20.957Z
90+,42287,16437,50589,83.6,32.5,2021-01-21T04:27:20.957Z
