total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,1031,212,164,367,273,2021-03-14T14:49:37.930Z
100,32,21,16,36,26,2021-03-14T14:49:37.930Z
