section,male,female,lastUpdate,date
0,2,3,2021-03-14T14:49:37.930Z,2021-03-14T14:49:37.930Z
10,3,1,2021-03-14T14:49:37.930Z,2021-03-14T14:49:37.930Z
20,19,12,2021-03-14T14:49:37.930Z,2021-03-14T14:49:37.930Z
30,23,18,2021-03-14T14:49:37.930Z,2021-03-14T14:49:37.930Z
40,55,47,2021-03-14T14:49:37.930Z,2021-03-14T14:49:37.930Z
50,214,101,2021-03-14T14:49:37.930Z,2021-03-14T14:49:37.930Z
60,575,259,2021-03-14T14:49:37.930Z,2021-03-14T14:49:37.930Z
70,980,532,2021-03-14T14:49:37.930Z,2021-03-14T14:49:37.930Z
80,1066,929,2021-03-14T14:49:37.930Z,2021-03-14T14:49:37.930Z
90,498,674,2021-03-14T14:49:37.930Z,2021-03-14T14:49:37.930Z
