section,male,female,lastUpdate,date
0,18435,17608,2020-12-05T14:32:41.867Z,2020-12-05T14:32:41.867Z
10,40789,29824,2020-12-05T14:32:41.867Z,2020-12-05T14:32:41.867Z
20,35215,32579,2020-12-05T14:32:41.867Z,2020-12-05T14:32:41.867Z
30,23765,23853,2020-12-05T14:32:41.867Z,2020-12-05T14:32:41.867Z
40,20838,22196,2020-12-05T14:32:41.867Z,2020-12-05T14:32:41.867Z
50,16188,16958,2020-12-05T14:32:41.867Z,2020-12-05T14:32:41.867Z
60,11857,10621,2020-12-05T14:32:41.867Z,2020-12-05T14:32:41.867Z
70,5898,5417,2020-12-05T14:32:41.867Z,2020-12-05T14:32:41.867Z
80,2481,3153,2020-12-05T14:32:41.867Z,2020-12-05T14:32:41.867Z
90,597,1367,2020-12-05T14:32:41.867Z,2020-12-05T14:32:41.867Z
