age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,161742,22908,1505185,10.7,1.5,2021-02-10T06:56:49.800Z
20-29,444625,153266,1277634,34.8,12.0,2021-02-10T06:56:49.800Z
30-39,510906,184386,1186386,43.1,15.5,2021-02-10T06:56:49.800Z
40-49,648860,317613,1080768,60.0,29.4,2021-02-10T06:56:49.800Z
50-59,585880,417781,832687,70.4,50.2,2021-02-10T06:56:49.800Z
60-69,575612,507155,735380,78.3,69.0,2021-02-10T06:56:49.800Z
70-79,437788,401751,462148,94.7,86.9,2021-02-10T06:56:49.800Z
80-89,195591,177471,222547,87.9,79.7,2021-02-10T06:56:49.800Z
90+,46084,40850,50589,91.1,80.7,2021-02-10T06:56:49.800Z
