total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2912,1606,297,238,632,388,2021-02-10T06:56:49.800Z
100,55,18,15,39,24,2021-02-10T06:56:49.800Z
