dates,averages,lastUpdate
"{'begin_date': '17.1.21', 'end_date': '23.1.21'}",7122,2021-02-10T06:56:49.800Z
"{'begin_date': '24.1.21', 'end_date': '30.1.21'}",6536,2021-02-10T06:56:49.800Z
"{'begin_date': '31.1.21', 'end_date': '6.2.21'}",6583,2021-02-10T06:56:49.800Z
"{'begin_date': '7.2.21', 'end_date': '9.2.21'}",6155,2021-02-10T06:56:49.800Z
