total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,490,105,59,124,195,2021-04-06T06:13:24.233Z
100,17,21,12,25,40,2021-04-06T06:13:24.233Z
