total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3440,1253,252,185,483,316,2021-02-23T20:08:32.790Z
100,36,20,15,39,25,2021-02-23T20:08:32.790Z
