date,amount,lastUpdate
,232,2021-01-06T15:01:08.997Z
2020-02-12T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-13T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-14T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-15T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-16T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-17T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-18T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-19T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-20T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-21T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-22T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-23T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-24T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-25T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-26T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-27T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-28T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-02-29T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-01T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-02T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-03T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-04T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-05T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-06T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-07T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-08T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-09T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-10T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-11T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-12T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-13T00:00:00.000Z,1,2021-01-06T15:01:08.997Z
2020-03-14T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-15T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-16T00:00:00.000Z,0,2021-01-06T15:01:08.997Z
2020-03-17T00:00:00.000Z,2,2021-01-06T15:01:08.997Z
2020-03-18T00:00:00.000Z,2,2021-01-06T15:01:08.997Z
2020-03-19T00:00:00.000Z,4,2021-01-06T15:01:08.997Z
2020-03-20T00:00:00.000Z,1,2021-01-06T15:01:08.997Z
2020-03-21T00:00:00.000Z,1,2021-01-06T15:01:08.997Z
2020-03-22T00:00:00.000Z,4,2021-01-06T15:01:08.997Z
2020-03-23T00:00:00.000Z,6,2021-01-06T15:01:08.997Z
2020-03-24T00:00:00.000Z,5,2021-01-06T15:01:08.997Z
2020-03-25T00:00:00.000Z,6,2021-01-06T15:01:08.997Z
2020-03-26T00:00:00.000Z,11,2021-01-06T15:01:08.997Z
2020-03-27T00:00:00.000Z,18,2021-01-06T15:01:08.997Z
2020-03-28T00:00:00.000Z,9,2021-01-06T15:01:08.997Z
2020-03-29T00:00:00.000Z,15,2021-01-06T15:01:08.997Z
2020-03-30T00:00:00.000Z,35,2021-01-06T15:01:08.997Z
2020-03-31T00:00:00.000Z,49,2021-01-06T15:01:08.997Z
2020-04-01T00:00:00.000Z,35,2021-01-06T15:01:08.997Z
2020-04-02T00:00:00.000Z,95,2021-01-06T15:01:08.997Z
2020-04-03T00:00:00.000Z,58,2021-01-06T15:01:08.997Z
2020-04-04T00:00:00.000Z,57,2021-01-06T15:01:08.997Z
2020-04-05T00:00:00.000Z,106,2021-01-06T15:01:08.997Z
2020-04-06T00:00:00.000Z,126,2021-01-06T15:01:08.997Z
2020-04-07T00:00:00.000Z,124,2021-01-06T15:01:08.997Z
2020-04-08T00:00:00.000Z,124,2021-01-06T15:01:08.997Z
2020-04-09T00:00:00.000Z,119,2021-01-06T15:01:08.997Z
2020-04-10T00:00:00.000Z,143,2021-01-06T15:01:08.997Z
2020-04-11T00:00:00.000Z,135,2021-01-06T15:01:08.997Z
2020-04-12T00:00:00.000Z,283,2021-01-06T15:01:08.997Z
2020-04-13T00:00:00.000Z,302,2021-01-06T15:01:08.997Z
2020-04-14T00:00:00.000Z,313,2021-01-06T15:01:08.997Z
2020-04-15T00:00:00.000Z,297,2021-01-06T15:01:08.997Z
2020-04-16T00:00:00.000Z,345,2021-01-06T15:01:08.997Z
2020-04-17T00:00:00.000Z,372,2021-01-06T15:01:08.997Z
2020-04-18T00:00:00.000Z,258,2021-01-06T15:01:08.997Z
2020-04-19T00:00:00.000Z,401,2021-01-06T15:01:08.997Z
2020-04-20T00:00:00.000Z,466,2021-01-06T15:01:08.997Z
2020-04-21T00:00:00.000Z,389,2021-01-06T15:01:08.997Z
2020-04-22T00:00:00.000Z,412,2021-01-06T15:01:08.997Z
2020-04-23T00:00:00.000Z,350,2021-01-06T15:01:08.997Z
2020-04-24T00:00:00.000Z,356,2021-01-06T15:01:08.997Z
2020-04-25T00:00:00.000Z,389,2021-01-06T15:01:08.997Z
2020-04-26T00:00:00.000Z,445,2021-01-06T15:01:08.997Z
2020-04-27T00:00:00.000Z,483,2021-01-06T15:01:08.997Z
2020-04-28T00:00:00.000Z,578,2021-01-06T15:01:08.997Z
2020-04-29T00:00:00.000Z,365,2021-01-06T15:01:08.997Z
2020-04-30T00:00:00.000Z,448,2021-01-06T15:01:08.997Z
2020-05-01T00:00:00.000Z,428,2021-01-06T15:01:08.997Z
2020-05-02T00:00:00.000Z,301,2021-01-06T15:01:08.997Z
2020-05-03T00:00:00.000Z,319,2021-01-06T15:01:08.997Z
2020-05-04T00:00:00.000Z,269,2021-01-06T15:01:08.997Z
