total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,611,121,80,180,225,2021-03-30T18:50:39.677Z
100,21,20,13,29,37,2021-03-30T18:50:39.677Z
