name,amount,lastUpdate,date
hard,1071,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
moderate,291,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
critical,327,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
breath,270,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
name,amount,lastUpdate,date
hard,1071,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
moderate,291,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
critical,327,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
breath,270,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
