city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,lastUpdate,date
ירושלים,80014,14271,9236,82789,153,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
בני ברק,33020,3891,2569,18852,194,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
מודיעין עילית,15663,2975,2001,12690,387,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
בית שמש,12032,2246,1554,11860,177,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
תל אביב - יפו,15795,2074,1171,41413,45,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
פתח תקווה,12107,2002,1249,26306,82,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
חיפה,10610,1926,1174,28022,70,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
אשדוד,16752,1753,1107,17652,78,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
ביתר עילית,8648,1500,1006,4604,243,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
אלעד,7634,1302,884,5425,274,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
נתניה,9737,1183,784,16476,55,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
חולון,8430,1080,707,14966,58,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
נצרת,5770,1069,625,4971,136,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
באר שבע,8552,1054,668,19750,53,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
ראשון לציון,8006,963,592,18211,40,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
רחובות,6473,845,573,12468,61,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
רמת גן,4612,804,473,14344,55,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
אשקלון,6040,728,512,11739,51,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
בת ים,5353,668,404,9766,51,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
רמלה,4823,651,405,6833,86,2021-01-12T08:29:05.050Z,2021-01-12T08:29:05.050Z
