section,male,female,lastUpdate,date
0,0,4,2021-03-14T05:13:42.657Z,2021-03-14T05:13:42.657Z
10,2,2,2021-03-14T05:13:42.657Z,2021-03-14T05:13:42.657Z
20,10,10,2021-03-14T05:13:42.657Z,2021-03-14T05:13:42.657Z
30,18,33,2021-03-14T05:13:42.657Z,2021-03-14T05:13:42.657Z
40,49,31,2021-03-14T05:13:42.657Z,2021-03-14T05:13:42.657Z
50,66,56,2021-03-14T05:13:42.657Z,2021-03-14T05:13:42.657Z
60,75,66,2021-03-14T05:13:42.657Z,2021-03-14T05:13:42.657Z
70,65,42,2021-03-14T05:13:42.657Z,2021-03-14T05:13:42.657Z
80,30,49,2021-03-14T05:13:42.657Z,2021-03-14T05:13:42.657Z
90,11,8,2021-03-14T05:13:42.657Z,2021-03-14T05:13:42.657Z
