age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,299554,207154,1538337,19.5,13.5,2021-03-14T05:13:42.657Z
20-29,904586,624917,1300361,69.6,48.1,2021-03-14T05:13:42.657Z
30-39,910542,665044,1197026,76.1,55.6,2021-03-14T05:13:42.657Z
40-49,897573,729377,1098556,81.7,66.4,2021-03-14T05:13:42.657Z
50-59,735208,628841,849966,86.5,74.0,2021-03-14T05:13:42.657Z
60-69,649432,592598,741639,87.6,79.9,2021-03-14T05:13:42.657Z
70-79,472177,443899,490784,96.2,90.4,2021-03-14T05:13:42.657Z
80-89,210651,196937,225538,93.4,87.3,2021-03-14T05:13:42.657Z
90+,49394,45547,51496,95.9,88.4,2021-03-14T05:13:42.657Z
