section,male,female,lastUpdate,date
0,0,0,2020-12-04T04:49:42.013Z,2020-12-04T04:49:42.013Z
10,1,0,2020-12-04T04:49:42.013Z,2020-12-04T04:49:42.013Z
20,3,1,2020-12-04T04:49:42.013Z,2020-12-04T04:49:42.013Z
30,1,1,2020-12-04T04:49:42.013Z,2020-12-04T04:49:42.013Z
40,14,9,2020-12-04T04:49:42.013Z,2020-12-04T04:49:42.013Z
50,32,13,2020-12-04T04:49:42.013Z,2020-12-04T04:49:42.013Z
60,45,23,2020-12-04T04:49:42.013Z,2020-12-04T04:49:42.013Z
70,57,28,2020-12-04T04:49:42.013Z,2020-12-04T04:49:42.013Z
80,23,25,2020-12-04T04:49:42.013Z,2020-12-04T04:49:42.013Z
90,3,5,2020-12-04T04:49:42.013Z,2020-12-04T04:49:42.013Z
