age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,334119,295569,1538337,21.7,19.2,2021-04-15T14:57:40.860Z
20-29,975345,877309,1300361,75.0,67.5,2021-04-15T14:57:40.860Z
30-39,949585,873916,1197026,79.3,73.0,2021-04-15T14:57:40.860Z
40-49,918443,857876,1098556,83.6,78.1,2021-04-15T14:57:40.860Z
50-59,750314,704635,849966,88.3,82.9,2021-04-15T14:57:40.860Z
60-69,663571,632599,741639,89.5,85.3,2021-04-15T14:57:40.860Z
70-79,480706,464024,490784,97.9,94.5,2021-04-15T14:57:40.860Z
80-89,215187,206911,225538,95.4,91.7,2021-04-15T14:57:40.860Z
90+,50832,47869,51496,98.7,93.0,2021-04-15T14:57:40.860Z
