total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,338,73,48,77,132,2021-04-15T14:57:40.860Z
100,12,22,14,23,39,2021-04-15T14:57:40.860Z
