section,male,female,lastUpdate,date
0,17196,16460,2020-11-07T18:31:48.000Z,2020-11-07T18:31:48.000Z
10,38952,27828,2020-11-07T18:31:48.000Z,2020-11-07T18:31:48.000Z
20,33129,30034,2020-11-07T18:31:48.000Z,2020-11-07T18:31:48.000Z
30,22057,21749,2020-11-07T18:31:48.000Z,2020-11-07T18:31:48.000Z
40,19256,20309,2020-11-07T18:31:48.000Z,2020-11-07T18:31:48.000Z
50,14959,15468,2020-11-07T18:31:48.000Z,2020-11-07T18:31:48.000Z
60,10886,9620,2020-11-07T18:31:48.000Z,2020-11-07T18:31:48.000Z
70,5328,4873,2020-11-07T18:31:48.000Z,2020-11-07T18:31:48.000Z
80,2317,2891,2020-11-07T18:31:48.000Z,2020-11-07T18:31:48.000Z
90,550,1261,2020-11-07T18:31:48.000Z,2020-11-07T18:31:48.000Z
