section,male,female,lastUpdate,date
0,0,0,2020-10-17T18:23:29.967Z,2020-10-17T18:23:29.967Z
10,1,0,2020-10-17T18:23:29.967Z,2020-10-17T18:23:29.967Z
20,3,2,2020-10-17T18:23:29.967Z,2020-10-17T18:23:29.967Z
30,10,8,2020-10-17T18:23:29.967Z,2020-10-17T18:23:29.967Z
40,24,12,2020-10-17T18:23:29.967Z,2020-10-17T18:23:29.967Z
50,60,34,2020-10-17T18:23:29.967Z,2020-10-17T18:23:29.967Z
60,128,40,2020-10-17T18:23:29.967Z,2020-10-17T18:23:29.967Z
70,130,55,2020-10-17T18:23:29.967Z,2020-10-17T18:23:29.967Z
80,74,61,2020-10-17T18:23:29.967Z,2020-10-17T18:23:29.967Z
90,13,27,2020-10-17T18:23:29.967Z,2020-10-17T18:23:29.967Z
