section,male,female,lastUpdate,date
0,0,2,2021-02-28T19:25:36.107Z,2021-02-28T19:25:36.107Z
10,2,3,2021-02-28T19:25:36.107Z,2021-02-28T19:25:36.107Z
20,20,6,2021-02-28T19:25:36.107Z,2021-02-28T19:25:36.107Z
30,27,24,2021-02-28T19:25:36.107Z,2021-02-28T19:25:36.107Z
40,46,35,2021-02-28T19:25:36.107Z,2021-02-28T19:25:36.107Z
50,94,60,2021-02-28T19:25:36.107Z,2021-02-28T19:25:36.107Z
60,88,67,2021-02-28T19:25:36.107Z,2021-02-28T19:25:36.107Z
70,73,63,2021-02-28T19:25:36.107Z,2021-02-28T19:25:36.107Z
80,47,49,2021-02-28T19:25:36.107Z,2021-02-28T19:25:36.107Z
90,11,12,2021-02-28T19:25:36.107Z,2021-02-28T19:25:36.107Z
