total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1264,278,207,461,293,2021-02-28T19:25:36.107Z
100,38,22,16,36,23,2021-02-28T19:25:36.107Z
