section,male,female,lastUpdate,date
0,1,1,2020-12-07T03:57:03.947Z,2020-12-07T03:57:03.947Z
10,1,2,2020-12-07T03:57:03.947Z,2020-12-07T03:57:03.947Z
20,1,5,2020-12-07T03:57:03.947Z,2020-12-07T03:57:03.947Z
30,12,7,2020-12-07T03:57:03.947Z,2020-12-07T03:57:03.947Z
40,21,11,2020-12-07T03:57:03.947Z,2020-12-07T03:57:03.947Z
50,100,56,2020-12-07T03:57:03.947Z,2020-12-07T03:57:03.947Z
60,267,111,2020-12-07T03:57:03.947Z,2020-12-07T03:57:03.947Z
70,485,245,2020-12-07T03:57:03.947Z,2020-12-07T03:57:03.947Z
80,540,449,2020-12-07T03:57:03.947Z,2020-12-07T03:57:03.947Z
90,240,362,2020-12-07T03:57:03.947Z,2020-12-07T03:57:03.947Z
