section,male,female,lastUpdate,date
0,0,1,2021-02-10T20:23:21.013Z,2021-02-10T20:23:21.013Z
10,0,2,2021-02-10T20:23:21.013Z,2021-02-10T20:23:21.013Z
20,3,4,2021-02-10T20:23:21.013Z,2021-02-10T20:23:21.013Z
30,9,9,2021-02-10T20:23:21.013Z,2021-02-10T20:23:21.013Z
40,20,11,2021-02-10T20:23:21.013Z,2021-02-10T20:23:21.013Z
50,42,19,2021-02-10T20:23:21.013Z,2021-02-10T20:23:21.013Z
60,48,29,2021-02-10T20:23:21.013Z,2021-02-10T20:23:21.013Z
70,46,25,2021-02-10T20:23:21.013Z,2021-02-10T20:23:21.013Z
80,12,18,2021-02-10T20:23:21.013Z,2021-02-10T20:23:21.013Z
90,4,1,2021-02-10T20:23:21.013Z,2021-02-10T20:23:21.013Z
