total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2912,1592,322,223,607,394,2021-02-10T20:23:21.013Z
100,55,20,14,38,25,2021-02-10T20:23:21.013Z
