name,amount,lastUpdate,date
hard,55,2021-05-25T06:16:53.820Z,2021-05-25T06:16:53.820Z
moderate,26,2021-05-25T06:16:53.820Z,2021-05-25T06:16:53.820Z
critical,42,2021-05-25T06:16:53.820Z,2021-05-25T06:16:53.820Z
breath,40,2021-05-25T06:16:53.820Z,2021-05-25T06:16:53.820Z
