section,male,female,lastUpdate,date
0,2,2,2021-03-02T16:20:18.227Z,2021-03-02T16:20:18.227Z
10,3,1,2021-03-02T16:20:18.227Z,2021-03-02T16:20:18.227Z
20,16,12,2021-03-02T16:20:18.227Z,2021-03-02T16:20:18.227Z
30,23,17,2021-03-02T16:20:18.227Z,2021-03-02T16:20:18.227Z
40,50,41,2021-03-02T16:20:18.227Z,2021-03-02T16:20:18.227Z
50,205,94,2021-03-02T16:20:18.227Z,2021-03-02T16:20:18.227Z
60,554,245,2021-03-02T16:20:18.227Z,2021-03-02T16:20:18.227Z
70,948,499,2021-03-02T16:20:18.227Z,2021-03-02T16:20:18.227Z
80,1032,901,2021-03-02T16:20:18.227Z,2021-03-02T16:20:18.227Z
90,486,650,2021-03-02T16:20:18.227Z,2021-03-02T16:20:18.227Z
