age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,266796,154011,1538337,17.3,10.0,2021-03-02T16:20:18.227Z
20-29,809667,415524,1300361,62.3,32.0,2021-03-02T16:20:18.227Z
30-39,830402,485379,1197026,69.4,40.5,2021-03-02T16:20:18.227Z
40-49,841019,627558,1098556,76.6,57.1,2021-03-02T16:20:18.227Z
50-59,699278,568922,849966,82.3,66.9,2021-03-02T16:20:18.227Z
60-69,630846,564760,741639,85.1,76.2,2021-03-02T16:20:18.227Z
70-79,463476,431711,490784,94.4,88.0,2021-03-02T16:20:18.227Z
80-89,206768,191683,225538,91.7,85.0,2021-03-02T16:20:18.227Z
90+,48508,44351,51496,94.2,86.1,2021-03-02T16:20:18.227Z
