dates,averages,lastUpdate
"{'begin_date': '7.2.21', 'end_date': '13.2.21'}",5116,2021-03-02T16:20:18.227Z
"{'begin_date': '14.2.21', 'end_date': '20.2.21'}",3677,2021-03-02T16:20:18.227Z
"{'begin_date': '21.2.21', 'end_date': '27.2.21'}",3684,2021-03-02T16:20:18.227Z
"{'begin_date': '28.2.21', 'end_date': '1.3.21'}",3933,2021-03-02T16:20:18.227Z
